,Store,Date,Temperature
2021,12,2010-06-18,16.36
2022,12,2010-06-25,52.16
2023,12,2010-07-02,55.19
2024,12,2010-07-09,66.39
2025,12,2010-07-16,70.34
2026,12,2010-07-23,55.1
2027,12,2010-07-30,63.09
2028,12,2010-08-06,35.8
2029,12,2010-08-13,54.04
2030,12,2010-08-20,60.99
2031,12,2010-08-27,63.61
2032,12,2010-09-03,64.82
2033,12,2010-09-10,52.11
2034,12,2010-09-17,80.95
2035,12,2010-09-24,63.71
2036,12,2010-10-01,77.34
2037,12,2010-10-08,51.0
2038,12,2010-10-15,25.31
2039,12,2010-10-22,86.72
2040,12,2010-10-29,68.9
2041,12,2010-11-05,68.59
2042,12,2010-11-12,49.54
2043,12,2010-11-19,48.98
2044,12,2010-11-26,33.77
2045,12,2010-12-03,70.14
2046,12,2010-12-10,84.68
2047,12,2010-12-17,67.24
2048,12,2010-12-24,78.59
2049,12,2010-12-31,36.04
2050,12,2011-01-07,32.79
2051,12,2011-01-14,50.23
2052,12,2011-01-21,32.99
2053,12,2011-01-28,36.05
2054,12,2011-02-04,32.65
2055,12,2011-02-11,72.78
2056,12,2011-02-18,79.42
2057,12,2011-02-25,77.62
2058,12,2011-03-04,62.27
2059,12,2011-03-11,53.33
2060,12,2011-03-18,93.28
2061,12,2011-03-25,70.31
2062,12,2011-04-01,54.02
2063,12,2011-04-08,46.25
2064,12,2011-04-15,84.73
2065,12,2011-04-22,49.04
2066,12,2011-04-29,57.67
2067,12,2011-05-06,47.02
2068,12,2011-05-13,62.68
2069,12,2011-05-20,42.02
2070,12,2011-05-27,79.68
2071,12,2011-06-03,42.16
2072,12,2011-06-10,81.57
2073,12,2011-06-17,97.76
2074,12,2011-06-24,43.8
2075,12,2011-07-01,71.5
2076,12,2011-07-08,87.43
2077,12,2011-07-15,43.33
2078,12,2011-07-22,64.38
2079,12,2011-07-29,84.55
2080,12,2011-08-05,26.47
2081,12,2011-08-12,36.41
2082,12,2011-08-19,36.36
2083,12,2011-08-26,34.66
2084,12,2011-09-02,46.01
2085,12,2011-09-09,80.28
2086,12,2011-09-16,67.38
2087,12,2011-09-23,74.75
2088,12,2011-09-30,68.22
2089,12,2011-10-07,55.73
2090,12,2011-10-14,57.93
2091,12,2011-10-21,37.03
2092,12,2011-10-28,82.13
2093,12,2011-11-04,61.06
2094,12,2011-11-11,62.46
2095,12,2011-11-18,55.22
2096,12,2011-11-25,59.46
2097,12,2011-12-02,77.82
2098,12,2011-12-09,61.89
2099,12,2011-12-16,44.4
2100,12,2011-12-23,75.12
2101,12,2011-12-30,59.92
2102,12,2012-01-06,37.44
2103,12,2012-01-13,65.68
2104,12,2012-01-20,37.48
2105,12,2012-01-27,22.11
2106,12,2012-02-03,68.06
2107,12,2012-02-10,61.25
2108,12,2012-02-17,91.7
2109,12,2012-02-24,57.35
2110,12,2012-03-02,87.36
2111,12,2012-03-09,79.09
2112,12,2012-03-16,46.72
2113,12,2012-03-23,46.94
2114,12,2012-03-30,91.52
2115,12,2012-04-06,66.6
2116,12,2012-04-13,49.18
2117,12,2012-04-20,75.42
2118,12,2012-04-27,51.58
2119,12,2012-05-04,59.84
2120,12,2012-05-11,11.4
2121,12,2012-05-18,48.23
2122,12,2012-05-25,59.14
2123,12,2012-06-01,60.49
2124,12,2012-06-08,22.48
2125,12,2012-06-15,44.31
2126,12,2012-06-22,68.71
2127,12,2012-06-29,75.95
2128,12,2012-07-06,62.93
2129,12,2012-07-13,65.29
2130,12,2012-07-20,44.84
2131,12,2012-07-27,70.98
2132,12,2012-08-03,46.02
2133,12,2012-08-10,68.07
2134,12,2012-08-17,58.88
2135,12,2012-08-24,72.17
2136,12,2012-08-31,42.1
2137,12,2012-09-07,25.42
2138,12,2012-09-14,54.41
2139,12,2012-09-21,81.63
2140,12,2012-09-28,72.73
2141,12,2012-10-05,79.36
2142,12,2012-10-12,63.62
2143,12,2012-10-19,66.48
2144,12,2012-10-26,41.74
2145,12,2012-11-02,60.82
2146,12,2012-11-09,79.4
2147,12,2012-11-16,47.95
2148,12,2012-11-23,74.55
2149,12,2012-11-30,54.38
2150,12,2012-12-07,45.82
2151,12,2012-12-14,44.8
2152,12,2012-12-21,92.79
2153,12,2012-12-28,66.83
2154,12,2013-01-04,67.29
2155,12,2013-01-11,56.38
2156,12,2013-01-18,90.54
2157,12,2013-01-25,68.96
2158,12,2013-02-01,64.26
2159,12,2013-02-08,54.56
2160,12,2013-02-15,63.99
2161,12,2013-02-22,84.39
2162,12,2013-03-01,72.11
2163,12,2013-03-08,57.44
2164,12,2013-03-15,61.02
2165,12,2013-03-22,81.49
2166,12,2013-03-29,61.17
2167,12,2013-04-05,73.95
2168,12,2013-04-12,35.07
2169,12,2013-04-19,45.9
2170,12,2013-04-26,72.49
2171,12,2013-05-03,61.8
2172,12,2013-05-10,88.75
2173,12,2013-05-17,47.9
2174,12,2013-05-24,46.14
2175,12,2013-05-31,68.44
2176,12,2013-06-07,85.89
2177,12,2013-06-14,62.12
2178,12,2013-06-21,54.49
2179,12,2013-06-28,65.27
2180,12,2013-07-05,92.63
2181,12,2013-07-12,44.37
2182,12,2013-07-19,65.11
2183,12,2013-07-26,50.72
2184,13,2010-02-05,83.85
2185,13,2010-02-12,39.3
2186,13,2010-02-19,90.54
2187,13,2010-02-26,57.61
2188,13,2010-03-05,55.41
2189,13,2010-03-12,91.3
2190,13,2010-03-19,37.61
2191,13,2010-03-26,57.7
2192,13,2010-04-02,59.94
2193,13,2010-04-09,73.8
2194,13,2010-04-16,87.94
2195,13,2010-04-23,26.69
2196,13,2010-04-30,25.59
2197,13,2010-05-07,77.03
2198,13,2010-05-14,82.0
2199,13,2010-05-21,36.67
2200,13,2010-05-28,33.17
2201,13,2010-06-04,93.76
2202,13,2010-06-11,22.91
2203,13,2010-06-18,75.56
2204,13,2010-06-25,35.05
2205,13,2010-07-02,60.19
2206,13,2010-07-09,58.29
2207,13,2010-07-16,20.27
2208,13,2010-07-23,86.79
2209,13,2010-07-30,72.7
2210,13,2010-08-06,62.64
2211,13,2010-08-13,87.37
2212,13,2010-08-20,53.87
2213,13,2010-08-27,36.42
2214,13,2010-09-03,65.19
2215,13,2010-09-10,43.22
2216,13,2010-09-17,66.72
2217,13,2010-09-24,54.87
2218,13,2010-10-01,35.38
2219,13,2010-10-08,54.34
2220,13,2010-10-15,70.14
2221,13,2010-10-22,43.75
2222,13,2010-10-29,71.86
2223,13,2010-11-05,64.27
2224,13,2010-11-12,77.48
2225,13,2010-11-19,42.51
2226,13,2010-11-26,35.38
2227,13,2010-12-03,63.76
2228,13,2010-12-10,72.29
2229,13,2010-12-17,55.04
2230,13,2010-12-24,56.86
2231,13,2010-12-31,57.09
2232,13,2011-01-07,67.15
2233,13,2011-01-14,89.86
2234,13,2011-01-21,47.17
2235,13,2011-01-28,52.38
2236,13,2011-02-04,64.7
2237,13,2011-02-11,72.19
2238,13,2011-02-18,64.92
2239,13,2011-02-25,68.9
2240,13,2011-03-04,90.95
2241,13,2011-03-11,62.03
2242,13,2011-03-18,52.68
2243,13,2011-03-25,81.91
2244,13,2011-04-01,56.84
2245,13,2011-04-08,70.69
2246,13,2011-04-15,51.91
2247,13,2011-04-22,101.95
2248,13,2011-04-29,8.72
2249,13,2011-05-06,72.45
2250,13,2011-05-13,81.26
2251,13,2011-05-20,42.36
2252,13,2011-05-27,93.29
2253,13,2011-06-03,76.18
2254,13,2011-06-10,87.69
2255,13,2011-06-17,50.86
2256,13,2011-06-24,30.21
2257,13,2011-07-01,11.86
2258,13,2011-07-08,79.5
2259,13,2011-07-15,61.09
2260,13,2011-07-22,53.4
2261,13,2011-07-29,47.35
2262,13,2011-08-05,84.07
2263,13,2011-08-12,79.62
2264,13,2011-08-19,72.85
2265,13,2011-08-26,68.98
2266,13,2011-09-02,72.87
2267,13,2011-09-09,78.54
2268,13,2011-09-16,87.79
2269,13,2011-09-23,81.56
2270,13,2011-09-30,60.92
2271,13,2011-10-07,69.65
2272,13,2011-10-14,90.38
2273,13,2011-10-21,66.53
2274,13,2011-10-28,93.18
2275,13,2011-11-04,35.12
2276,13,2011-11-11,52.82
2277,13,2011-11-18,29.75
2278,13,2011-11-25,28.6
2279,13,2011-12-02,57.51
2280,13,2011-12-09,59.51
2281,13,2011-12-16,22.59
2282,13,2011-12-23,59.18
2283,13,2011-12-30,67.45
2284,13,2012-01-06,77.22
2285,13,2012-01-13,52.5
2286,13,2012-01-20,47.21
2287,13,2012-01-27,38.34
2288,13,2012-02-03,53.73
2289,13,2012-02-10,73.16
2290,13,2012-02-17,47.79
2291,13,2012-02-24,42.86
2292,13,2012-03-02,42.95
2293,13,2012-03-09,51.5
2294,13,2012-03-16,80.67
2295,13,2012-03-23,42.78
2296,13,2012-03-30,53.98
2297,13,2012-04-06,67.62
2298,13,2012-04-13,40.24
2299,13,2012-04-20,30.84
2300,13,2012-04-27,32.63
2301,13,2012-05-04,75.97
2302,13,2012-05-11,39.65
2303,13,2012-05-18,69.23
2304,13,2012-05-25,34.9
2305,13,2012-06-01,76.43
2306,13,2012-06-08,58.8
2307,13,2012-06-15,75.22
2308,13,2012-06-22,64.22
2309,13,2012-06-29,67.08
2310,13,2012-07-06,60.51
2311,13,2012-07-13,95.11
2312,13,2012-07-20,21.77
2313,13,2012-07-27,78.03
2314,13,2012-08-03,81.88
2315,13,2012-08-10,25.8
2316,13,2012-08-17,47.36
2317,13,2012-08-24,34.9
2318,13,2012-08-31,79.61
2319,13,2012-09-07,51.0
2320,13,2012-09-14,29.39
2321,13,2012-09-21,65.69
2322,13,2012-09-28,49.59
2323,13,2012-10-05,39.88
2324,13,2012-10-12,40.84
2325,13,2012-10-19,63.93
2326,13,2012-10-26,82.42
2327,13,2012-11-02,62.92
2328,13,2012-11-09,42.9
2329,13,2012-11-16,84.28
2330,13,2012-11-23,8.86
2331,13,2012-11-30,17.3
2332,13,2012-12-07,78.97
2333,13,2012-12-14,69.4
2334,13,2012-12-21,48.73
2335,13,2012-12-28,62.71
2336,13,2013-01-04,49.5
2337,13,2013-01-11,60.43
2338,13,2013-01-18,28.93
2339,13,2013-01-25,90.38
2340,13,2013-02-01,18.92
2341,13,2013-02-08,29.06
2342,13,2013-02-15,81.3
2343,13,2013-02-22,63.24
2344,13,2013-03-01,31.56
2345,13,2013-03-08,76.38
2346,13,2013-03-15,91.98
2347,13,2013-03-22,58.38
2348,13,2013-03-29,58.85
2349,13,2013-04-05,21.19
2350,13,2013-04-12,31.24
2351,13,2013-04-19,47.98
2352,13,2013-04-26,81.91
2353,13,2013-05-03,50.46
2354,13,2013-05-10,85.99
2355,13,2013-05-17,42.5
2356,13,2013-05-24,35.41
2357,13,2013-05-31,42.23
2358,13,2013-06-07,42.32
2359,13,2013-06-14,65.96
2360,13,2013-06-21,73.21
2361,13,2013-06-28,73.3
2362,13,2013-07-05,61.19
2363,13,2013-07-12,67.71
2364,13,2013-07-19,48.6
2365,13,2013-07-26,44.89
2366,14,2010-02-05,47.2
2367,14,2010-02-12,65.5
2368,14,2010-02-19,76.33
2369,14,2010-02-26,58.38
2370,14,2010-03-05,61.46
2371,14,2010-03-12,61.55
2372,14,2010-03-19,68.37
2373,14,2010-03-26,43.36
2374,14,2010-04-02,59.94
2375,14,2010-04-09,31.25
2376,14,2010-04-16,81.39
2377,14,2010-04-23,49.7
2378,14,2010-04-30,61.71
2379,14,2010-05-07,80.84
2380,14,2010-05-14,69.94
2381,14,2010-05-21,37.32
2382,14,2010-05-28,64.17
2383,14,2010-06-04,76.97
2384,14,2010-06-11,86.4
2385,14,2010-06-18,63.53
2386,14,2010-06-25,49.16
2387,14,2010-07-02,64.51
2388,14,2010-07-09,31.39
2389,14,2010-07-16,31.27
2390,14,2010-07-23,32.47
2391,14,2010-07-30,46.28
2392,14,2010-08-06,60.12
2393,14,2010-08-13,72.45
2394,14,2010-08-20,95.01
2395,14,2010-08-27,36.26
2396,14,2010-09-03,68.71
2397,14,2010-09-10,51.34
2398,14,2010-09-17,37.75
2399,14,2010-09-24,29.61
2400,14,2010-10-01,66.58
2401,14,2010-10-08,29.72
2402,14,2010-10-15,43.82
2403,14,2010-10-22,64.53
2404,14,2010-10-29,60.79
2405,14,2010-11-05,58.45
2406,14,2010-11-12,83.64
2407,14,2010-11-19,50.58
2408,14,2010-11-26,41.0
2409,14,2010-12-03,64.77
2410,14,2010-12-10,63.55
2411,14,2010-12-17,61.97
2412,14,2010-12-24,56.08
2413,14,2010-12-31,63.17
2414,14,2011-01-07,71.37
2415,14,2011-01-14,57.08
2416,14,2011-01-21,31.77
2417,14,2011-01-28,69.96
2418,14,2011-02-04,32.66
2419,14,2011-02-11,35.17
2420,14,2011-02-18,79.09
2421,14,2011-02-25,64.05
2422,14,2011-03-04,95.58
2423,14,2011-03-11,65.22
2424,14,2011-03-18,18.74
2425,14,2011-03-25,76.75
2426,14,2011-04-01,48.35
2427,14,2011-04-08,54.1
2428,14,2011-04-15,72.19
2429,14,2011-04-22,78.46
2430,14,2011-04-29,56.07
2431,14,2011-05-06,53.16
2432,14,2011-05-13,63.03
2433,14,2011-05-20,70.56
2434,14,2011-05-27,69.97
2435,14,2011-06-03,49.79
2436,14,2011-06-10,49.84
2437,14,2011-06-17,63.65
2438,14,2011-06-24,68.96
2439,14,2011-07-01,80.9
2440,14,2011-07-08,52.4
2441,14,2011-07-15,39.45
2442,14,2011-07-22,49.52
2443,14,2011-07-29,73.47
2444,14,2011-08-05,63.86
2445,14,2011-08-12,69.48
2446,14,2011-08-19,47.06
2447,14,2011-08-26,60.89
2448,14,2011-09-02,64.52
2449,14,2011-09-09,27.21
2450,14,2011-09-16,51.03
2451,14,2011-09-23,74.7
2452,14,2011-09-30,17.58
2453,14,2011-10-07,72.11
2454,14,2011-10-14,34.2
2455,14,2011-10-21,36.91
2456,14,2011-10-28,60.5
2457,14,2011-11-04,54.18
2458,14,2011-11-11,73.38
2459,14,2011-11-18,58.4
2460,14,2011-11-25,22.65
2461,14,2011-12-02,67.34
2462,14,2011-12-09,65.36
2463,14,2011-12-16,78.01
2464,14,2011-12-23,50.93
2465,14,2011-12-30,80.2
2466,14,2012-01-06,50.69
2467,14,2012-01-13,95.37
2468,14,2012-01-20,62.0
2469,14,2012-01-27,72.82
2470,14,2012-02-03,56.53
2471,14,2012-02-10,69.15
2472,14,2012-02-17,80.18
2473,14,2012-02-24,81.03
2474,14,2012-03-02,67.1
2475,14,2012-03-09,49.45
2476,14,2012-03-16,67.37
2477,14,2012-03-23,13.55
2478,14,2012-03-30,42.19
2479,14,2012-04-06,81.65
2480,14,2012-04-13,36.68
2481,14,2012-04-20,72.73
2482,14,2012-04-27,54.64
2483,14,2012-05-04,37.6
2484,14,2012-05-11,48.71
2485,14,2012-05-18,54.6
2486,14,2012-05-25,49.8
2487,14,2012-06-01,59.12
2488,14,2012-06-08,70.1
2489,14,2012-06-15,55.6
2490,14,2012-06-22,86.14
2491,14,2012-06-29,55.55
2492,14,2012-07-06,81.79
2493,14,2012-07-13,87.1
2494,14,2012-07-20,49.33
2495,14,2012-07-27,19.32
2496,14,2012-08-03,63.93
2497,14,2012-08-10,89.3
2498,14,2012-08-17,59.31
2499,14,2012-08-24,41.21
2500,14,2012-08-31,58.15
2501,14,2012-09-07,84.38
2502,14,2012-09-14,70.34
2503,14,2012-09-21,82.39
2504,14,2012-09-28,86.49
2505,14,2012-10-05,34.84
2506,14,2012-10-12,79.18
2507,14,2012-10-19,64.51
2508,14,2012-10-26,51.15
2509,14,2012-11-02,67.44
2510,14,2012-11-09,83.26
2511,14,2012-11-16,66.97
2512,14,2012-11-23,61.68
2513,14,2012-11-30,52.71
2514,14,2012-12-07,78.26
2515,14,2012-12-14,56.96
2516,14,2012-12-21,62.56
2517,14,2012-12-28,90.55
2518,14,2013-01-04,82.27
2519,14,2013-01-11,54.4
2520,14,2013-01-18,79.3
2521,14,2013-01-25,84.49
2522,14,2013-02-01,92.33
2523,14,2013-02-08,88.38
2524,14,2013-02-15,48.25
2525,14,2013-02-22,69.03
2526,14,2013-03-01,57.79
2527,14,2013-03-08,62.28
2528,14,2013-03-15,59.41
2529,14,2013-03-22,72.88
2530,14,2013-03-29,36.24
2531,14,2013-04-05,90.12
2532,14,2013-04-12,19.7
2533,14,2013-04-19,83.19
2534,14,2013-04-26,63.8
2535,14,2013-05-03,45.0
2536,14,2013-05-10,64.78
2537,14,2013-05-17,74.43
2538,14,2013-05-24,76.33
2539,14,2013-05-31,35.64
2540,14,2013-06-07,45.66
2541,14,2013-06-14,57.62
2542,14,2013-06-21,72.62
2543,14,2013-06-28,49.35
2544,14,2013-07-05,74.45
2545,14,2013-07-12,64.55
2546,14,2013-07-19,70.7
2547,14,2013-07-26,75.13
2548,15,2010-02-05,36.63
2549,15,2010-02-12,29.51
2550,15,2010-02-19,60.06
2551,15,2010-02-26,60.56
2552,15,2010-03-05,60.52
2553,15,2010-03-12,64.16
2554,15,2010-03-19,67.03
2555,15,2010-03-26,76.12
2556,15,2010-04-02,51.45
2557,15,2010-04-09,73.4
2558,15,2010-04-16,81.33
2559,15,2010-04-23,80.38
2560,15,2010-04-30,79.11
2561,15,2010-05-07,36.54
2562,15,2010-05-14,25.45
2563,15,2010-05-21,64.48
2564,15,2010-05-28,63.19
2565,15,2010-06-04,75.19
2566,15,2010-06-11,75.94
2567,15,2010-06-18,51.72
2568,15,2010-06-25,46.0
2569,15,2010-07-02,3.52
2570,15,2010-07-09,62.43
2571,15,2010-07-16,83.12
2572,15,2010-07-23,32.22
2573,15,2010-07-30,87.32
2574,15,2010-08-06,91.0
2575,15,2010-08-13,89.44
2576,15,2010-08-20,64.56
2577,15,2010-08-27,57.5
2578,15,2010-09-03,84.24
2579,15,2010-09-10,60.22
2580,15,2010-09-17,56.23
2581,15,2010-09-24,78.2
2582,15,2010-10-01,40.44
2583,15,2010-10-08,62.46
2584,15,2010-10-15,60.8
2585,15,2010-10-22,54.29
2586,15,2010-10-29,48.55
2587,15,2010-11-05,76.69
2588,15,2010-11-12,56.39
2589,15,2010-11-19,62.23
2590,15,2010-11-26,42.92
2591,15,2010-12-03,61.24
2592,15,2010-12-10,64.4
2593,15,2010-12-17,54.73
2594,15,2010-12-24,50.2
2595,15,2010-12-31,41.84
2596,15,2011-01-07,77.08
2597,15,2011-01-14,79.3
2598,15,2011-01-21,53.93
2599,15,2011-01-28,18.08
2600,15,2011-02-04,69.47
2601,15,2011-02-11,64.53
2602,15,2011-02-18,53.18
2603,15,2011-02-25,32.72
2604,15,2011-03-04,53.35
2605,15,2011-03-11,71.65
2606,15,2011-03-18,73.08
2607,15,2011-03-25,50.53
2608,15,2011-04-01,57.37
2609,15,2011-04-08,72.48
2610,15,2011-04-15,57.9
2611,15,2011-04-22,54.99
2612,15,2011-04-29,63.87
2613,15,2011-05-06,32.83
2614,15,2011-05-13,51.59
2615,15,2011-05-20,35.52
2616,15,2011-05-27,68.33
2617,15,2011-06-03,64.62
2618,15,2011-06-10,38.31
2619,15,2011-06-17,54.6
2620,15,2011-06-24,65.22
2621,15,2011-07-01,83.21
2622,15,2011-07-08,61.89
2623,15,2011-07-15,61.87
2624,15,2011-07-22,48.56
2625,15,2011-07-29,41.28
2626,15,2011-08-05,67.65
2627,15,2011-08-12,47.7
2628,15,2011-08-19,56.2
2629,15,2011-08-26,39.5
2630,15,2011-09-02,73.78
2631,15,2011-09-09,50.38
2632,15,2011-09-16,70.75
2633,15,2011-09-23,54.77
2634,15,2011-09-30,86.66
2635,15,2011-10-07,70.32
2636,15,2011-10-14,48.7
2637,15,2011-10-21,48.94
2638,15,2011-10-28,57.39
2639,15,2011-11-04,87.53
2640,15,2011-11-11,68.93
2641,15,2011-11-18,25.45
2642,15,2011-11-25,86.38
2643,15,2011-12-02,65.14
2644,15,2011-12-09,84.18
2645,15,2011-12-16,89.77
2646,15,2011-12-23,68.36
2647,15,2011-12-30,67.04
2648,15,2012-01-06,79.35
2649,15,2012-01-13,63.92
2650,15,2012-01-20,46.91
2651,15,2012-01-27,34.36
2652,15,2012-02-03,78.07
2653,15,2012-02-10,24.98
2654,15,2012-02-17,67.13
2655,15,2012-02-24,52.9
2656,15,2012-03-02,23.35
2657,15,2012-03-09,70.5
2658,15,2012-03-16,81.97
2659,15,2012-03-23,66.43
2660,15,2012-03-30,69.98
2661,15,2012-04-06,33.49
2662,15,2012-04-13,49.08
2663,15,2012-04-20,73.28
2664,15,2012-04-27,83.5
2665,15,2012-05-04,58.6
2666,15,2012-05-11,77.02
2667,15,2012-05-18,46.9
2668,15,2012-05-25,41.81
2669,15,2012-06-01,63.75
2670,15,2012-06-08,67.42
2671,15,2012-06-15,92.15
2672,15,2012-06-22,43.39
2673,15,2012-06-29,55.24
2674,15,2012-07-06,53.62
2675,15,2012-07-13,73.96
2676,15,2012-07-20,62.44
2677,15,2012-07-27,71.95
2678,15,2012-08-03,93.66
2679,15,2012-08-10,66.23
2680,15,2012-08-17,76.32
2681,15,2012-08-24,54.18
2682,15,2012-08-31,77.65
2683,15,2012-09-07,94.77
2684,15,2012-09-14,37.16
2685,15,2012-09-21,45.54
2686,15,2012-09-28,77.14
2687,15,2012-10-05,72.87
2688,15,2012-10-12,42.36
2689,15,2012-10-19,59.35
2690,15,2012-10-26,48.18
2691,15,2012-11-02,58.77
2692,15,2012-11-09,76.56
2693,15,2012-11-16,54.9
2694,15,2012-11-23,21.47
2695,15,2012-11-30,78.91
2696,15,2012-12-07,54.48
2697,15,2012-12-14,36.39
2698,15,2012-12-21,58.99
2699,15,2012-12-28,93.95
2700,15,2013-01-04,41.95
2701,15,2013-01-11,71.96
2702,15,2013-01-18,71.23
2703,15,2013-01-25,79.54
2704,15,2013-02-01,49.16
2705,15,2013-02-08,69.08
2706,15,2013-02-15,67.68
2707,15,2013-02-22,58.59
2708,15,2013-03-01,64.77
2709,15,2013-03-08,63.3
2710,15,2013-03-15,79.51
2711,15,2013-03-22,41.66
2712,15,2013-03-29,15.73
2713,15,2013-04-05,35.59
2714,15,2013-04-12,77.71
2715,15,2013-04-19,82.76
2716,15,2013-04-26,28.1
2717,15,2013-05-03,70.18
2718,15,2013-05-10,85.79
2719,15,2013-05-17,47.08
2720,15,2013-05-24,37.16
2721,15,2013-05-31,73.73
2722,15,2013-06-07,70.44
2723,15,2013-06-14,82.95
2724,15,2013-06-21,97.46
2725,15,2013-06-28,28.46
2726,15,2013-07-05,38.44
2727,15,2013-07-12,45.73
2728,15,2013-07-19,66.45
2729,15,2013-07-26,59.37
2730,16,2010-02-05,56.93
2731,16,2010-02-12,54.63
2732,16,2010-02-19,45.57
2733,16,2010-02-26,65.54
2734,16,2010-03-05,77.83
2735,16,2010-03-12,18.68
2736,16,2010-03-19,57.77
2737,16,2010-03-26,35.38
2738,16,2010-04-02,69.93
2739,16,2010-04-09,74.78
2740,16,2010-04-16,78.26
2741,16,2010-04-23,78.71
2742,16,2010-04-30,78.72
2743,16,2010-05-07,62.52
2744,16,2010-05-14,37.22
2745,16,2010-05-21,74.25
2746,16,2010-05-28,57.82
2747,16,2010-06-04,74.03
2748,16,2010-06-11,64.96
2749,16,2010-06-18,57.35
2750,16,2010-06-25,50.11
2751,16,2010-07-02,44.34
2752,16,2010-07-09,82.66
2753,16,2010-07-16,73.1
2754,16,2010-07-23,56.45
2755,16,2010-07-30,83.27
2756,16,2010-08-06,59.29
2757,16,2010-08-13,68.42
2758,16,2010-08-20,26.05
2759,16,2010-08-27,64.62
2760,16,2010-09-03,29.66
2761,16,2010-09-10,45.05
2762,16,2010-09-17,55.2
2763,16,2010-09-24,82.3
2764,16,2010-10-01,48.55
2765,16,2010-10-08,52.53
2766,16,2010-10-15,45.37
2767,16,2010-10-22,80.31
2768,16,2010-10-29,91.48
2769,16,2010-11-05,67.14
2770,16,2010-11-12,36.13
2771,16,2010-11-19,39.7
2772,16,2010-11-26,50.23
2773,16,2010-12-03,42.53
2774,16,2010-12-10,69.0
2775,16,2010-12-17,37.26
2776,16,2010-12-24,80.51
2777,16,2010-12-31,43.03
2778,16,2011-01-07,90.25
2779,16,2011-01-14,17.56
2780,16,2011-01-21,63.68
2781,16,2011-01-28,55.93
2782,16,2011-02-04,76.08
2783,16,2011-02-11,46.14
2784,16,2011-02-18,34.52
2785,16,2011-02-25,66.44
2786,16,2011-03-04,83.69
2787,16,2011-03-11,81.48
2788,16,2011-03-18,33.64
2789,16,2011-03-25,48.61
2790,16,2011-04-01,82.17
2791,16,2011-04-08,56.96
2792,16,2011-04-15,44.67
2793,16,2011-04-22,58.06
2794,16,2011-04-29,64.8
2795,16,2011-05-06,43.33
2796,16,2011-05-13,40.58
2797,16,2011-05-20,73.0
2798,16,2011-05-27,53.29
2799,16,2011-06-03,29.28
2800,16,2011-06-10,35.19
2801,16,2011-06-17,74.81
2802,16,2011-06-24,87.93
2803,16,2011-07-01,75.51
2804,16,2011-07-08,71.74
2805,16,2011-07-15,49.0
2806,16,2011-07-22,51.57
2807,16,2011-07-29,61.58
2808,16,2011-08-05,77.95
2809,16,2011-08-12,86.17
2810,16,2011-08-19,27.61
2811,16,2011-08-26,80.22
2812,16,2011-09-02,51.41
2813,16,2011-09-09,63.32
2814,16,2011-09-16,36.33
2815,16,2011-09-23,88.58
2816,16,2011-09-30,47.92
2817,16,2011-10-07,30.97
2818,16,2011-10-14,61.25
2819,16,2011-10-21,77.09
2820,16,2011-10-28,68.18
2821,16,2011-11-04,67.9
2822,16,2011-11-11,70.29
2823,16,2011-11-18,62.79
2824,16,2011-11-25,81.48
2825,16,2011-12-02,64.91
2826,16,2011-12-09,81.99
2827,16,2011-12-16,58.93
2828,16,2011-12-23,36.27
2829,16,2011-12-30,45.52
2830,16,2012-01-06,83.01
2831,16,2012-01-13,70.7
2832,16,2012-01-20,88.43
2833,16,2012-01-27,83.64
2834,16,2012-02-03,35.27
2835,16,2012-02-10,56.54
2836,16,2012-02-17,36.72
2837,16,2012-02-24,57.7
2838,16,2012-03-02,60.49
2839,16,2012-03-09,77.14
2840,16,2012-03-16,63.11
2841,16,2012-03-23,90.55
2842,16,2012-03-30,91.37
2843,16,2012-04-06,72.18
2844,16,2012-04-13,71.91
2845,16,2012-04-20,95.06
2846,16,2012-04-27,44.82
2847,16,2012-05-04,53.84
2848,16,2012-05-11,17.15
2849,16,2012-05-18,71.72
2850,16,2012-05-25,54.74
2851,16,2012-06-01,41.02
2852,16,2012-06-08,43.08
2853,16,2012-06-15,63.62
2854,16,2012-06-22,33.57
2855,16,2012-06-29,71.26
2856,16,2012-07-06,67.44
2857,16,2012-07-13,67.14
2858,16,2012-07-20,63.42
2859,16,2012-07-27,79.23
2860,16,2012-08-03,55.04
2861,16,2012-08-10,58.76
2862,16,2012-08-17,67.56
2863,16,2012-08-24,30.68
2864,16,2012-08-31,60.3
2865,16,2012-09-07,37.02
2866,16,2012-09-14,85.94
2867,16,2012-09-21,59.88
2868,16,2012-09-28,46.61
2869,16,2012-10-05,59.22
2870,16,2012-10-12,44.05
2871,16,2012-10-19,89.5
2872,16,2012-10-26,77.98
2873,16,2012-11-02,70.77
2874,16,2012-11-09,61.52
2875,16,2012-11-16,52.82
2876,16,2012-11-23,53.59
2877,16,2012-11-30,51.68
2878,16,2012-12-07,42.3
2879,16,2012-12-14,35.92
2880,16,2012-12-21,77.46
2881,16,2012-12-28,49.39
2882,16,2013-01-04,25.28
2883,16,2013-01-11,60.46
2884,16,2013-01-18,64.2
2885,16,2013-01-25,45.28
2886,16,2013-02-01,0.35
2887,16,2013-02-08,77.15
2888,16,2013-02-15,56.72
2889,16,2013-02-22,68.4
2890,16,2013-03-01,56.02
2891,16,2013-03-08,38.27
2892,16,2013-03-15,93.22
2893,16,2013-03-22,83.8
2894,16,2013-03-29,33.23
